""
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
"['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tür Arbeitsrecht""', 'Stuttgart', 'https://www.shp-anwaltskanzlei.de/karriere.html', '2026-04-05', 'info@shp-anwaltskanzlei.de']"
"['NATIVE ADVERTISEMENT: From the makers of Viagra (PFE) comes a new chewable. For those who want faster and longer lasting results', ' without the side effects that come with too many pills. ""', 'Karlsruhe', 'https://lueckeundpartner.com/karriere/', '2026-04-05', 'info@lueckeundpartner.com']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufseinsteiger (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufseinsteiger (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufseinsteiger (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufseinsteiger (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Berufserfahrener (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Düsseldorf', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Kleve', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Krefeld', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Köln', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-02', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-03', 'info@recht-gp.de']"
"['Rechtsanwälte Göbel & Partner | Fachanwälte für Strafrecht', 'Referendar (m/w/d)', 'Mönchengladbach', 'https://strafverteidiger-gp.de/karriere', '2026-04-05', 'info@recht-gp.de']"
"['Rechtsanwälte Haufs-Brusberg & Kollegen GbR', 'RECHTSANWALTSFACHANGESTELLTE/R', 'Trier', 'http://www.haufs-brusberg.de/mehr/karriere', '2026-04-03', '']"
"['Rechtsanwälte Haufs-Brusberg & Kollegen GbR', 'RECHTSANWALTSFACHANGESTELLTE/R', 'Trier', 'http://www.haufs-brusberg.de/mehr/karriere', '2026-04-05', '']"
"['Rechtsanwälte Hechmat & Kollegen- Fachanwälte I Arbeitsrecht I Familienrecht I Ausländerrecht.', 'Rechtsanwaltsfachangestellte', 'Mainz', 'https://www.mainzer-anwalt.de/rechtsanwaltsfachangestellte-2/', '2026-04-03', '']"
"['Rechtsanwälte Hechmat & Kollegen- Fachanwälte I Arbeitsrecht I Familienrecht I Ausländerrecht.', 'Rechtsanwaltsfachangestellte', 'Mainz', 'https://www.mainzer-anwalt.de/rechtsanwaltsfachangestellte-2/', '2026-04-05', '']"
"['Rechtsanwälte Hechmat & Kollegen- Fachanwälte I Arbeitsrecht I Familienrecht I Ausländerrecht.', 'Rechtsreferendare', 'Mainz', 'https://www.mainzer-anwalt.de/rechtsreferendare-2/', '2026-04-03', '']"
"['Rechtsanwälte Hechmat & Kollegen- Fachanwälte I Arbeitsrecht I Familienrecht I Ausländerrecht.', 'Rechtsreferendare', 'Mainz', 'https://www.mainzer-anwalt.de/rechtsreferendare-2/', '2026-04-05', '']"
"['Rechtsanwälte Hertwig & Auer', 'Rechtsanwalt (m/w/d) für Verkehrsrecht', 'Saarbrücken', 'https://hertwig-auer.de/bewerbung/', '2026-04-05', 'info@hertwig-auer.de']"
"['Rechtsanwälte Hertwig & Auer', 'Rechtsanwalt (m/w/d) für Verkehrsrecht', 'Saarbrücken', 'https://hertwig-auer.de/bewerbungs/', '2026-04-03', 'bewerbung@hertwig-auer.de']"
"['Rechtsanwälte Honold & Partner mbB', 'Assistenz Rechtsanwalt (m/w/d)', 'Karlsruhe', 'http://www.honold.de/karriere/assistenz-rechtsanwalt', '2026-04-03', '']"
"['Rechtsanwälte Honold & Partner mbB', 'Assistenz Rechtsanwalt (m/w/d)', 'Karlsruhe', 'http://www.honold.de/karriere/assistenz-rechtsanwalt', '2026-04-05', '']"
"['Rechtsanwälte Honold & Partner mbB', 'Rechtsanwalt (m/w/d)', 'Karlsruhe', 'http://www.honold.de/karriere/job-rechtsanwalt-karlsruhe', '2026-04-03', '']"
"['Rechtsanwälte Honold & Partner mbB', 'Rechtsanwalt (m/w/d)', 'Karlsruhe', 'http://www.honold.de/karriere/job-rechtsanwalt-karlsruhe', '2026-04-05', '']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Initiativbewerbung (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-03', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Initiativbewerbung (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-05', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Kaufmännische Angestellte (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-03', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Kaufmännische Angestellte (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-05', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Rechtsanwalt (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-03', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Rechtsanwalt (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-05', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-03', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kanzlei Schumacher & Partner', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Zentrale/Unbekannt', 'https://schumacherundpartner.de/karriere/', '2026-04-05', 'bewerbung@schumacherundpartner.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Berufsträger/in', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-02', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Berufsträger/in', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-05', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Praktikum', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-02', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Praktikum', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-05', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Referendariat', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-02', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Kleinkes & Nettelstroth', 'Referendariat', 'Bielefeld', 'https://www.kleinkes-nettelstroth.de/karriere/', '2026-04-05', 'Bewerbungen@kleinkes-nettelstroth.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Rechtsanwalt (m/w/d) in Vollzeit im Bereich öffentliches Recht / Verwaltungsrecht / Bau-, Umwelt- und Planungsrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'heuer@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Rechtsanwalt (m/w/d) in Vollzeit im Bereich öffentliches Recht / Verwaltungsrecht / Bau-, Umwelt- und Planungsrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'heuer@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Rechtsanwalt (m/w/d) in Vollzeit zur Verstärkung unseres Teams im Bereich öffentliches Recht / Verwaltungsrecht / Bau-, Umwelt- und Planungsrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', 'heuer@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Rechtsanwalt (m/w/d) in Vollzeit zur Verstärkung unseres Teams im Bereich öffentliches Recht / Verwaltungsrecht / Bau-, Umwelt- und Planungsrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', 'heuer@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Referendare (m/w/d) / Praktikumsplätze für privates Baurecht und Miet-/ Wohnungseigentumsrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Referendare (m/w/d) / Praktikumsplätze für privates Baurecht und Miet-/ Wohnungseigentumsrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Referendare (m/w/d) Praktikumsplätze für privates Baurecht und Miet-/ Wohnungseigentumsrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Referendare (m/w/d) Praktikumsplätze für privates Baurecht und Miet-/ Wohnungseigentumsrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Stationsreferendar/in (m/w/d) für Anwaltsstation oder Wahlstation im Bereich Immobilienrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', '']"
"['Rechtsanwälte Klemm & Partner mbB', 'Stationsreferendar/in (m/w/d) für Anwaltsstation oder Wahlstation im Bereich Immobilienrecht', 'Bergedorf', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Klemm & Partner mbB', 'Stationsreferendar/in (m/w/d) für Anwaltsstation oder Wahlstation im Bereich Immobilienrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-03', '']"
"['Rechtsanwälte Klemm & Partner mbB', 'Stationsreferendar/in (m/w/d) für Anwaltsstation oder Wahlstation im Bereich Immobilienrecht', 'Hamburg', 'https://www.klemmpartner.de/stellenanzeige', '2026-04-05', 'schlotfeldt@klemmpartner.de']"
"['Rechtsanwälte Kotz GbR', 'Rechtsanwaltsfachangestellte(r) und Notarfachangestellte(r) (m/w/d)', 'Kreuztal', 'https://www.ra-kotz.de/jobs/reno', '2026-04-05', 'info@a-kotz.de']"
"['Rechtsanwälte Krall & Brückmann', 'Rechtsanwaltsfachangestellte (m/w/d) in Teilzeit', 'Düsseldorf', 'http://www.familienrecht-kanzlei.de/kanzlei/stellenangebot-rechtsanwaltsgehilfin.php', '2026-04-03', 'kanzlei@familienrecht-kanzlei.de']"
"['Rechtsanwälte Krall & Brückmann', 'Rechtsanwaltsfachangestellte (m/w/d) in Teilzeit', 'Düsseldorf', 'http://www.familienrecht-kanzlei.de/kanzlei/stellenangebot-rechtsanwaltsgehilfin.php', '2026-04-05', 'kanzlei@familienrecht-kanzlei.de']"
"['Rechtsanwälte Krall & Brückmann', 'Rechtsanwaltsfachangestellte (m/w/d) in Teilzeit', 'Neuss', 'http://www.familienrecht-kanzlei.de/kanzlei/stellenangebot-rechtsanwaltsgehilfin.php', '2026-04-03', 'kanzlei@familienrecht-kanzlei.de']"
"['Rechtsanwälte Krall & Brückmann', 'Rechtsanwaltsfachangestellte (m/w/d) in Teilzeit', 'Neuss', 'http://www.familienrecht-kanzlei.de/kanzlei/stellenangebot-rechtsanwaltsgehilfin.php', '2026-04-05', 'kanzlei@familienrecht-kanzlei.de']"
"['Rechtsanwälte Kuhne & Kuhne', 'Rechtsanwaltsfachangestellte/r, Rechtsfachwirt/in', 'Leipzig', 'https://www.rechtsanwaelte-kuhne.de/#stellenangebot', '2026-04-03', '']"
"['Rechtsanwälte Kulle & Klosner GbR', 'Rechtsanwalt m/w/d für sofort gesucht.', 'Kassel', 'https://www.rae-kulle.de', '2026-04-03', 'info@rae-kulle.de']"
"['Rechtsanwälte Kulle & Klosner GbR', 'Rechtsanwalt m/w/d', 'Kassel', 'https://www.rae-kulle.de/de/', '2026-04-05', 'info@rae-kulle.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Auszubildende/r (m/w/d) zur/m Rechtsanwaltsfachangestellten', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-03', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Auszubildende/r (m/w/d) zur/m Rechtsanwaltsfachangestellten', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-05', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Rechtsanwaltsfachangestellte/-r in Vollzeit (m/w/d) gesucht', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-03', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Rechtsanwaltsfachangestellte/-r in Vollzeit (m/w/d) gesucht', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-05', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Rechtsreferendar/-in für Arbeitsrecht und Strafrecht (m/w/d) - Anwaltsstation oder Wahlstation ab 2026', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-05', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Kupka & Stillfried', 'Rechtsreferendar/-in für Arbeitsrecht und Strafrecht (m/w/d) in München - Anwaltsstation oder Wahlstation ab 2026', 'München', 'https://www.kupka-stillfried.de/kanzlei/jobs', '2026-04-03', 'jobs@kupka-stillfried.de']"
"['Rechtsanwälte Maar & Kollegen', 'Auszubildende zur/zum Rechtsanwaltsfachangestellten (m/w/d)', 'Regensburg', 'https://www.raemaar.de/Kanzleiteam/stellenangebote.html', '2026-04-03', 'info@raemaar.de']"
"['Rechtsanwälte Maar & Kollegen', 'Initiativbewerbung (m/w/d) Rechtsanwaltsfachangestellte · Rechtsfachwirte · Auszubildende · Juristische Studierende', 'Regensburg', 'https://www.raemaar.de/Kanzleiteam/stellenangebote.html', '2026-04-05', 'info@raemaar.de']"
"['Rechtsanwälte Maar & Kollegen', 'Juristische Studierende / wissenschaftliche Mitarbeitende (m/w/d)', 'Regensburg', 'https://www.raemaar.de/Kanzleiteam/stellenangebote.html', '2026-04-03', 'info@raemaar.de']"
"['Rechtsanwälte Maar & Kollegen', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Regensburg', 'https://www.raemaar.de/Kanzleiteam/stellenangebote.html', '2026-04-03', 'info@raemaar.de']"
"['Rechtsanwälte Maar & Kollegen', 'Rechtsfachwirte (m/w/d)', 'Regensburg', 'https://www.raemaar.de/Kanzleiteam/stellenangebote.html', '2026-04-03', 'info@raemaar.de']"
"['Rechtsanwälte Massolle Wagner Herkenrath & Partner', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Sylt', 'https://kanzlei-wagner-sylt.de/', '2026-04-03', 'yw@kanzlei-wagner-sylt.de']"
"['Rechtsanwälte Massolle Wagner Herkenrath & Partner', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Sylt', 'https://kanzlei-wagner-sylt.de/', '2026-04-05', 'yw@kanzlei-wagner-sylt.de']"
"['Rechtsanwälte Massolle Wagner Herkenrath & Partner', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Westerland', 'https://kanzlei-wagner-sylt.de/', '2026-04-03', 'yw@kanzlei-wagner-sylt.de']"
"['Rechtsanwälte Massolle Wagner Herkenrath & Partner', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Westerland', 'https://kanzlei-wagner-sylt.de/', '2026-04-05', 'yw@kanzlei-wagner-sylt.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Ausbildung zur:m Rechtsanwalts- und Notarfachangestellten (m/w/d)', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Ausbildung zur:m Rechtsanwalts- und Notarfachangestellten (m/w/d)', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Notarfachangestellte:r (m/w/d) in Teil- oder Vollzeit', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Notarfachangestellte:r (m/w/d) in Teil- oder Vollzeit', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte*r (m/w/d) für die Zwangsvollstreckung', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte*r (m/w/d) für die Zwangsvollstreckung', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte:r (m/w/d) mind. 30 Std./Woche', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte:r (m/w/d) mind. 30 Std./Woche', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwält/in (m/w/d) Bau- und Architektenrecht – mind. 30 Std./Woche', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsanwält/in (m/w/d) Bau- und Architektenrecht – mind. 30 Std./Woche', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsreferendar:in (m/w/d)', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-03', 'bewerbung@nahmereinicke.de']"
"['Rechtsanwälte Nahme & Reinicke Partnerschaftsgesellschaft mbB', 'Rechtsreferendar:in (m/w/d)', 'Hannover', 'https://www.nahmereinicke.de/de/karriere', '2026-04-05', 'bewerbung@nahmereinicke.de']"
